state,day,feat,value,rank.states,1,2,3,4,5
South Carolina,2020-01-31,0,371,4,because of the,online,right now .,situation,china
South Carolina,2020-01-31,36,547,2,media,bullshit,information,it would be,scare
South Carolina,2020-01-31,48,593,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-01-31,56,346,5,fear,no one,media,panic,a pandemic
South Carolina,2020-01-31,73,516,3,cure,world,made,imagine,ebola
South Carolina,2020-02-01,0,318,4,because of the,online,right now .,situation,china
South Carolina,2020-02-01,36,424,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-01,48,471,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-01,73,430,2,cure,world,made,imagine,ebola
South Carolina,2020-02-01,93,318,5,#iran,thread,died,die,in 
South Carolina,2020-02-02,0,280,4,because of the,online,right now .,situation,china
South Carolina,2020-02-02,36,400,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-02,48,442,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-02,73,414,2,cure,world,made,imagine,ebola
South Carolina,2020-02-02,93,273,5,#iran,thread,died,die,in 
South Carolina,2020-02-03,0,353,4,because of the,online,right now .,situation,china
South Carolina,2020-02-03,36,483,2,media,bullshit,information,it would be,scare
South Carolina,2020-02-03,48,549,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-03,73,479,3,cure,world,made,imagine,ebola
South Carolina,2020-02-03,93,303,5,#iran,thread,died,die,in 
South Carolina,2020-02-04,0,358,4,because of the,online,right now .,situation,china
South Carolina,2020-02-04,36,516,2,media,bullshit,information,it would be,scare
South Carolina,2020-02-04,48,593,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-04,56,342,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-04,73,512,3,cure,world,made,imagine,ebola
South Carolina,2020-02-05,0,568,4,because of the,online,right now .,situation,china
South Carolina,2020-02-05,36,659,2,media,bullshit,information,it would be,scare
South Carolina,2020-02-05,48,838,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-05,56,517,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-05,73,659,3,cure,world,made,imagine,ebola
South Carolina,2020-02-06,0,463,4,because of the,online,right now .,situation,china
South Carolina,2020-02-06,36,572,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-06,48,699,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-06,56,418,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-06,73,597,2,cure,world,made,imagine,ebola
South Carolina,2020-02-07,0,368,4,because of the,online,right now .,situation,china
South Carolina,2020-02-07,36,432,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-07,48,530,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-07,73,445,2,cure,world,made,imagine,ebola
South Carolina,2020-02-07,93,321,5,#iran,thread,died,die,in 
South Carolina,2020-02-08,0,308,5,because of the,online,right now .,situation,china
South Carolina,2020-02-08,36,420,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-08,48,493,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-08,73,443,2,cure,world,made,imagine,ebola
South Carolina,2020-02-08,93,314,4,#iran,thread,died,die,in 
South Carolina,2020-02-09,0,304,4,because of the,online,right now .,situation,china
South Carolina,2020-02-09,36,391,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-09,48,469,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-09,56,278,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-09,73,412,2,cure,world,made,imagine,ebola
South Carolina,2020-02-10,0,338,4,because of the,online,right now .,situation,china
South Carolina,2020-02-10,36,437,2,media,bullshit,information,it would be,scare
South Carolina,2020-02-10,48,471,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-10,56,302,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-10,73,422,3,cure,world,made,imagine,ebola
South Carolina,2020-02-11,0,322,4,because of the,online,right now .,situation,china
South Carolina,2020-02-11,36,478,2,media,bullshit,information,it would be,scare
South Carolina,2020-02-11,48,527,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-11,73,461,3,cure,world,made,imagine,ebola
South Carolina,2020-02-11,93,322,5,#iran,thread,died,die,in 
South Carolina,2020-02-12,0,361,4,because of the,online,right now .,situation,china
South Carolina,2020-02-12,36,496,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-12,48,571,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-12,56,332,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-12,73,515,2,cure,world,made,imagine,ebola
South Carolina,2020-02-13,0,374,4,because of the,online,right now .,situation,china
South Carolina,2020-02-13,36,488,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-13,48,561,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-13,73,499,2,cure,world,made,imagine,ebola
South Carolina,2020-02-13,93,337,5,#iran,thread,died,die,in 
South Carolina,2020-02-14,0,318,4,because of the,online,right now .,situation,china
South Carolina,2020-02-14,36,458,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-14,48,493,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-14,56,282,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-14,73,466,2,cure,world,made,imagine,ebola
South Carolina,2020-02-15,0,263,4,because of the,online,right now .,situation,china
South Carolina,2020-02-15,36,351,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-15,48,402,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-15,56,234,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-15,73,371,2,cure,world,made,imagine,ebola
South Carolina,2020-02-16,0,284,4,because of the,online,right now .,situation,china
South Carolina,2020-02-16,36,372,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-16,48,421,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-16,73,399,2,cure,world,made,imagine,ebola
South Carolina,2020-02-16,93,278,5,#iran,thread,died,die,in 
South Carolina,2020-02-17,0,338,4,because of the,online,right now .,situation,china
South Carolina,2020-02-17,36,435,2,media,bullshit,information,it would be,scare
South Carolina,2020-02-17,48,484,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-17,56,297,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-17,73,421,3,cure,world,made,imagine,ebola
South Carolina,2020-02-18,0,384,4,because of the,online,right now .,situation,china
South Carolina,2020-02-18,36,458,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-18,48,539,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-18,56,360,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-18,73,492,2,cure,world,made,imagine,ebola
South Carolina,2020-02-19,0,336,4,because of the,online,right now .,situation,china
South Carolina,2020-02-19,36,438,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-19,48,507,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-19,73,457,2,cure,world,made,imagine,ebola
South Carolina,2020-02-19,93,319,5,#iran,thread,died,die,in 
South Carolina,2020-02-20,0,375,4,because of the,online,right now .,situation,china
South Carolina,2020-02-20,36,517,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-20,48,608,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-20,56,362,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-20,73,569,2,cure,world,made,imagine,ebola
South Carolina,2020-02-21,0,277,4,because of the,online,right now .,situation,china
South Carolina,2020-02-21,36,409,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-21,48,463,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-21,73,410,2,cure,world,made,imagine,ebola
South Carolina,2020-02-21,93,268,5,#iran,thread,died,die,in 
South Carolina,2020-02-22,0,254,5,because of the,online,right now .,situation,china
South Carolina,2020-02-22,36,411,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-22,48,480,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-22,73,427,2,cure,world,made,imagine,ebola
South Carolina,2020-02-22,93,258,4,#iran,thread,died,die,in 
South Carolina,2020-02-23,0,258,4,because of the,online,right now .,situation,china
South Carolina,2020-02-23,36,381,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-23,48,431,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-23,73,394,2,cure,world,made,imagine,ebola
South Carolina,2020-02-23,93,248,5,#iran,thread,died,die,in 
South Carolina,2020-02-24,0,335,4,because of the,online,right now .,situation,china
South Carolina,2020-02-24,36,410,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-24,48,483,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-24,56,329,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-24,73,436,2,cure,world,made,imagine,ebola
South Carolina,2020-02-25,0,388,4,because of the,online,right now .,situation,china
South Carolina,2020-02-25,36,503,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-25,48,571,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-25,56,363,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-25,73,516,2,cure,world,made,imagine,ebola
South Carolina,2020-02-26,0,359,4,because of the,online,right now .,situation,china
South Carolina,2020-02-26,36,514,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-26,48,589,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-26,56,342,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-26,73,543,2,cure,world,made,imagine,ebola
South Carolina,2020-02-27,0,343,4,because of the,online,right now .,situation,china
South Carolina,2020-02-27,36,452,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-27,48,514,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-27,56,324,5,fear,no one,media,panic,a pandemic
South Carolina,2020-02-27,73,475,2,cure,world,made,imagine,ebola
South Carolina,2020-02-28,0,341,4,because of the,online,right now .,situation,china
South Carolina,2020-02-28,36,397,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-28,48,479,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-28,73,433,2,cure,world,made,imagine,ebola
South Carolina,2020-02-28,93,298,5,#iran,thread,died,die,in 
South Carolina,2020-02-29,0,296,5,because of the,online,right now .,situation,china
South Carolina,2020-02-29,36,426,3,media,bullshit,information,it would be,scare
South Carolina,2020-02-29,48,514,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-02-29,73,444,2,cure,world,made,imagine,ebola
South Carolina,2020-02-29,93,343,4,#iran,thread,died,die,in 
South Carolina,2020-03-01,0,314,4,because of the,online,right now .,situation,china
South Carolina,2020-03-01,36,421,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-01,48,500,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-01,73,455,2,cure,world,made,imagine,ebola
South Carolina,2020-03-01,93,309,5,#iran,thread,died,die,in 
South Carolina,2020-03-02,0,358,4,because of the,online,right now .,situation,china
South Carolina,2020-03-02,36,458,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-02,48,506,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-02,73,466,2,cure,world,made,imagine,ebola
South Carolina,2020-03-02,93,319,5,#iran,thread,died,die,in 
South Carolina,2020-03-03,0,382,4,because of the,online,right now .,situation,china
South Carolina,2020-03-03,36,449,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-03,48,511,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-03,56,341,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-03,73,478,2,cure,world,made,imagine,ebola
South Carolina,2020-03-04,0,349,5,because of the,online,right now .,situation,china
South Carolina,2020-03-04,36,453,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-04,48,536,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-04,73,459,2,cure,world,made,imagine,ebola
South Carolina,2020-03-04,93,373,4,#iran,thread,died,die,in 
South Carolina,2020-03-05,0,363,4,because of the,online,right now .,situation,china
South Carolina,2020-03-05,36,468,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-05,48,506,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-05,56,328,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-05,73,501,2,cure,world,made,imagine,ebola
South Carolina,2020-03-06,0,312,4,because of the,online,right now .,situation,china
South Carolina,2020-03-06,36,429,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-06,48,495,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-06,56,310,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-06,73,443,2,cure,world,made,imagine,ebola
South Carolina,2020-03-07,0,303,4,because of the,online,right now .,situation,china
South Carolina,2020-03-07,36,372,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-07,48,425,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-07,73,373,2,cure,world,made,imagine,ebola
South Carolina,2020-03-07,93,264,5,#iran,thread,died,die,in 
South Carolina,2020-03-08,0,267,4,because of the,online,right now .,situation,china
South Carolina,2020-03-08,36,385,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-08,48,435,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-08,56,240,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-08,73,397,2,cure,world,made,imagine,ebola
South Carolina,2020-03-09,0,348,4,because of the,online,right now .,situation,china
South Carolina,2020-03-09,36,406,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-09,48,472,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-09,56,299,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-09,73,420,2,cure,world,made,imagine,ebola
South Carolina,2020-03-10,0,351,4,because of the,online,right now .,situation,china
South Carolina,2020-03-10,36,471,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-10,48,527,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-10,56,329,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-10,73,493,2,cure,world,made,imagine,ebola
South Carolina,2020-03-11,0,403,4,because of the,online,right now .,situation,china
South Carolina,2020-03-11,36,452,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-11,48,521,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-11,56,356,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-11,73,476,2,cure,world,made,imagine,ebola
South Carolina,2020-03-12,0,383,4,because of the,online,right now .,situation,china
South Carolina,2020-03-12,36,477,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-12,48,529,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-12,56,348,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-12,73,512,2,cure,world,made,imagine,ebola
South Carolina,2020-03-13,0,1383,4,because of the,online,right now .,situation,china
South Carolina,2020-03-13,36,1563,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-13,48,1833,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-13,56,1320,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-13,73,1692,2,cure,world,made,imagine,ebola
South Carolina,2020-03-14,0,1263,4,because of the,online,right now .,situation,china
South Carolina,2020-03-14,36,1464,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-14,48,1713,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-14,56,1137,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-14,73,1605,2,cure,world,made,imagine,ebola
South Carolina,2020-03-15,0,1290,4,because of the,online,right now .,situation,china
South Carolina,2020-03-15,36,1392,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-15,48,1509,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-15,56,1053,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-15,73,1428,2,cure,world,made,imagine,ebola
South Carolina,2020-03-16,0,1419,4,because of the,online,right now .,situation,china
South Carolina,2020-03-16,36,1722,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-16,48,1902,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-16,56,1296,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-16,73,1845,2,cure,world,made,imagine,ebola
South Carolina,2020-03-17,0,1494,4,because of the,online,right now .,situation,china
South Carolina,2020-03-17,36,1779,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-17,48,2004,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-17,56,1329,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-17,73,1824,2,cure,world,made,imagine,ebola
South Carolina,2020-03-18,0,1569,4,because of the,online,right now .,situation,china
South Carolina,2020-03-18,36,1788,2,media,bullshit,information,it would be,scare
South Carolina,2020-03-18,48,1866,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-18,56,1233,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-18,73,1758,3,cure,world,made,imagine,ebola
South Carolina,2020-03-19,0,895,4,because of the,online,right now .,situation,china
South Carolina,2020-03-19,36,1221,2,media,bullshit,information,it would be,scare
South Carolina,2020-03-19,48,1299,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-19,56,796,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-19,73,1129,3,cure,world,made,imagine,ebola
South Carolina,2020-03-20,0,463,4,because of the,online,right now .,situation,china
South Carolina,2020-03-20,36,506,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-20,48,577,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-20,56,386,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-20,73,510,2,cure,world,made,imagine,ebola
South Carolina,2020-03-21,0,445,4,because of the,online,right now .,situation,china
South Carolina,2020-03-21,36,544,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-21,48,627,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-21,56,384,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-21,73,545,2,cure,world,made,imagine,ebola
South Carolina,2020-03-22,0,388,4,because of the,online,right now .,situation,china
South Carolina,2020-03-22,36,465,2,media,bullshit,information,it would be,scare
South Carolina,2020-03-22,48,514,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-22,56,330,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-22,73,451,3,cure,world,made,imagine,ebola
South Carolina,2020-03-23,0,493,4,because of the,online,right now .,situation,china
South Carolina,2020-03-23,36,648,2,media,bullshit,information,it would be,scare
South Carolina,2020-03-23,48,745,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-23,56,425,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-23,73,598,3,cure,world,made,imagine,ebola
South Carolina,2020-03-24,0,518,4,because of the,online,right now .,situation,china
South Carolina,2020-03-24,36,624,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-24,48,732,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-24,56,442,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-24,73,627,2,cure,world,made,imagine,ebola
South Carolina,2020-03-25,0,511,4,because of the,online,right now .,situation,china
South Carolina,2020-03-25,36,575,2,media,bullshit,information,it would be,scare
South Carolina,2020-03-25,48,643,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-25,56,433,5,fear,no one,media,panic,a pandemic
South Carolina,2020-03-25,73,570,3,cure,world,made,imagine,ebola
South Carolina,2020-03-26,0,117,5,because of the,online,right now .,situation,china
South Carolina,2020-03-26,36,170,3,media,bullshit,information,it would be,scare
South Carolina,2020-03-26,48,218,1,trump,is a hoax,democrats,called,hoax
South Carolina,2020-03-26,73,183,2,cure,world,made,imagine,ebola
South Carolina,2020-03-26,93,125,4,#iran,thread,died,die,in 
South Dakota,2020-01-01,0,49,4,because of the,online,right now .,situation,china
South Dakota,2020-01-01,36,61,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-01,48,60,3,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-01,56,49,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-01,73,62,1,cure,world,made,imagine,ebola
South Dakota,2020-01-02,0,47,4,because of the,online,right now .,situation,china
South Dakota,2020-01-02,36,53,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-02,48,51,3,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-02,56,45,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-02,73,61,1,cure,world,made,imagine,ebola
South Dakota,2020-01-03,0,70,4,because of the,online,right now .,situation,china
South Dakota,2020-01-03,36,87,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-03,48,87,3,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-03,73,88,1,cure,world,made,imagine,ebola
South Dakota,2020-01-03,93,60,5,#iran,thread,died,die,in 
South Dakota,2020-01-04,0,62,1,because of the,online,right now .,situation,china
South Dakota,2020-01-04,36,59,4,media,bullshit,information,it would be,scare
South Dakota,2020-01-04,48,61,2,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-04,56,51,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-04,73,60,3,cure,world,made,imagine,ebola
South Dakota,2020-01-05,0,54,4,because of the,online,right now .,situation,china
South Dakota,2020-01-05,36,66,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-05,48,70,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-05,73,67,2,cure,world,made,imagine,ebola
South Dakota,2020-01-05,93,54,5,#iran,thread,died,die,in 
South Dakota,2020-01-06,0,46,2,because of the,online,right now .,situation,china
South Dakota,2020-01-06,36,36,5,media,bullshit,information,it would be,scare
South Dakota,2020-01-06,48,49,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-06,56,45,3,fear,no one,media,panic,a pandemic
South Dakota,2020-01-06,73,43,4,cure,world,made,imagine,ebola
South Dakota,2020-01-07,0,60,4,because of the,online,right now .,situation,china
South Dakota,2020-01-07,36,62,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-07,48,67,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-07,56,52,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-07,73,67,2,cure,world,made,imagine,ebola
South Dakota,2020-01-08,0,49,5,because of the,online,right now .,situation,china
South Dakota,2020-01-08,36,65,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-08,48,80,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-08,56,56,4,fear,no one,media,panic,a pandemic
South Dakota,2020-01-08,73,74,2,cure,world,made,imagine,ebola
South Dakota,2020-01-09,0,44,4,because of the,online,right now .,situation,china
South Dakota,2020-01-09,36,55,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-09,48,57,2,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-09,56,44,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-09,73,58,1,cure,world,made,imagine,ebola
South Dakota,2020-01-10,0,51,4,because of the,online,right now .,situation,china
South Dakota,2020-01-10,36,80,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-10,48,84,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-10,56,45,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-10,73,81,2,cure,world,made,imagine,ebola
South Dakota,2020-01-11,0,47,4,because of the,online,right now .,situation,china
South Dakota,2020-01-11,36,53,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-11,48,58,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-11,56,41,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-11,73,54,2,cure,world,made,imagine,ebola
South Dakota,2020-01-12,0,42,5,because of the,online,right now .,situation,china
South Dakota,2020-01-12,36,59,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-12,48,68,2,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-12,73,71,1,cure,world,made,imagine,ebola
South Dakota,2020-01-12,93,53,4,#iran,thread,died,die,in 
South Dakota,2020-01-13,0,46,2,because of the,online,right now .,situation,china
South Dakota,2020-01-13,36,42,4,media,bullshit,information,it would be,scare
South Dakota,2020-01-13,48,48,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-13,56,44,3,fear,no one,media,panic,a pandemic
South Dakota,2020-01-13,73,42,5,cure,world,made,imagine,ebola
South Dakota,2020-01-14,0,43,4,because of the,online,right now .,situation,china
South Dakota,2020-01-14,36,44,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-14,48,48,2,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-14,56,35,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-14,73,49,1,cure,world,made,imagine,ebola
South Dakota,2020-01-15,0,22,2,because of the,online,right now .,situation,china
South Dakota,2020-01-15,36,19,5,media,bullshit,information,it would be,scare
South Dakota,2020-01-15,56,22,3,fear,no one,media,panic,a pandemic
South Dakota,2020-01-15,73,21,4,cure,world,made,imagine,ebola
South Dakota,2020-01-15,93,23,1,#iran,thread,died,die,in 
South Dakota,2020-01-16,0,60,2,because of the,online,right now .,situation,china
South Dakota,2020-01-16,36,60,3,media,bullshit,information,it would be,scare
South Dakota,2020-01-16,48,71,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-16,56,52,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-16,73,57,4,cure,world,made,imagine,ebola
South Dakota,2020-01-17,0,55,2,because of the,online,right now .,situation,china
South Dakota,2020-01-17,36,46,4,media,bullshit,information,it would be,scare
South Dakota,2020-01-17,48,56,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-17,56,41,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-17,73,48,3,cure,world,made,imagine,ebola
South Dakota,2020-01-18,0,54,5,because of the,online,right now .,situation,china
South Dakota,2020-01-18,36,64,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-18,48,70,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-18,56,58,4,fear,no one,media,panic,a pandemic
South Dakota,2020-01-18,73,61,3,cure,world,made,imagine,ebola
South Dakota,2020-01-19,0,41,2,because of the,online,right now .,situation,china
South Dakota,2020-01-19,36,38,4,media,bullshit,information,it would be,scare
South Dakota,2020-01-19,48,41,3,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-19,56,42,1,fear,no one,media,panic,a pandemic
South Dakota,2020-01-19,73,37,5,cure,world,made,imagine,ebola
South Dakota,2020-01-20,0,39,3,because of the,online,right now .,situation,china
South Dakota,2020-01-20,36,40,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-20,48,48,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-20,56,35,5,fear,no one,media,panic,a pandemic
South Dakota,2020-01-20,73,38,4,cure,world,made,imagine,ebola
South Dakota,2020-01-21,0,63,5,because of the,online,right now .,situation,china
South Dakota,2020-01-21,36,78,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-21,48,87,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-21,56,64,4,fear,no one,media,panic,a pandemic
South Dakota,2020-01-21,73,76,3,cure,world,made,imagine,ebola
South Dakota,2020-01-22,0,58,4,because of the,online,right now .,situation,china
South Dakota,2020-01-22,36,64,2,media,bullshit,information,it would be,scare
South Dakota,2020-01-22,48,70,1,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-22,56,63,3,fear,no one,media,panic,a pandemic
South Dakota,2020-01-22,73,55,5,cure,world,made,imagine,ebola
South Dakota,2020-01-23,0,65,1,because of the,online,right now .,situation,china
South Dakota,2020-01-23,36,56,5,media,bullshit,information,it would be,scare
South Dakota,2020-01-23,48,61,3,trump,is a hoax,democrats,called,hoax
South Dakota,2020-01-23,56,63,2,fear,no one,media,panic,a pandemic
South Dakota,2020-01-23,73,57,4,cure,world,made,imagine,ebola
