state,day,feat,value,rank.states,1,2,3,4,5
Indiana,2020-02-24,48,723,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-02-24,56,492,5,fear,no one,media,panic,a pandemic
Indiana,2020-02-24,73,675,2,cure,world,made,imagine,ebola
Indiana,2020-02-25,0,510,4,because of the,online,right now .,situation,china
Indiana,2020-02-25,36,668,3,media,bullshit,information,it would be,scare
Indiana,2020-02-25,48,769,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-02-25,56,479,5,fear,no one,media,panic,a pandemic
Indiana,2020-02-25,73,720,2,cure,world,made,imagine,ebola
Indiana,2020-02-26,0,612,4,because of the,online,right now .,situation,china
Indiana,2020-02-26,36,876,3,media,bullshit,information,it would be,scare
Indiana,2020-02-26,48,954,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-02-26,56,554,5,fear,no one,media,panic,a pandemic
Indiana,2020-02-26,73,950,2,cure,world,made,imagine,ebola
Indiana,2020-02-27,0,562,4,because of the,online,right now .,situation,china
Indiana,2020-02-27,36,791,3,media,bullshit,information,it would be,scare
Indiana,2020-02-27,48,873,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-02-27,56,510,5,fear,no one,media,panic,a pandemic
Indiana,2020-02-27,73,849,2,cure,world,made,imagine,ebola
Indiana,2020-02-28,0,520,4,because of the,online,right now .,situation,china
Indiana,2020-02-28,36,685,3,media,bullshit,information,it would be,scare
Indiana,2020-02-28,48,754,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-02-28,56,480,5,fear,no one,media,panic,a pandemic
Indiana,2020-02-28,73,718,2,cure,world,made,imagine,ebola
Indiana,2020-02-29,0,478,4,because of the,online,right now .,situation,china
Indiana,2020-02-29,36,586,3,media,bullshit,information,it would be,scare
Indiana,2020-02-29,48,718,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-02-29,73,623,2,cure,world,made,imagine,ebola
Indiana,2020-02-29,93,414,5,#iran,thread,died,die,in 
Indiana,2020-03-01,0,457,4,because of the,online,right now .,situation,china
Indiana,2020-03-01,36,602,3,media,bullshit,information,it would be,scare
Indiana,2020-03-01,48,662,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-01,56,402,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-01,73,637,2,cure,world,made,imagine,ebola
Indiana,2020-03-02,0,515,4,because of the,online,right now .,situation,china
Indiana,2020-03-02,36,649,3,media,bullshit,information,it would be,scare
Indiana,2020-03-02,48,717,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-02,73,692,2,cure,world,made,imagine,ebola
Indiana,2020-03-02,93,475,5,#iran,thread,died,die,in 
Indiana,2020-03-03,0,603,4,because of the,online,right now .,situation,china
Indiana,2020-03-03,36,677,3,media,bullshit,information,it would be,scare
Indiana,2020-03-03,48,761,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-03,56,537,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-03,73,734,2,cure,world,made,imagine,ebola
Indiana,2020-03-04,0,574,4,because of the,online,right now .,situation,china
Indiana,2020-03-04,36,677,3,media,bullshit,information,it would be,scare
Indiana,2020-03-04,48,773,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-04,73,748,2,cure,world,made,imagine,ebola
Indiana,2020-03-04,93,520,5,#iran,thread,died,die,in 
Indiana,2020-03-05,0,527,4,because of the,online,right now .,situation,china
Indiana,2020-03-05,36,684,3,media,bullshit,information,it would be,scare
Indiana,2020-03-05,48,776,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-05,56,478,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-05,73,721,2,cure,world,made,imagine,ebola
Indiana,2020-03-06,0,492,4,because of the,online,right now .,situation,china
Indiana,2020-03-06,36,641,3,media,bullshit,information,it would be,scare
Indiana,2020-03-06,48,736,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-06,56,466,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-06,73,663,2,cure,world,made,imagine,ebola
Indiana,2020-03-07,0,477,4,because of the,online,right now .,situation,china
Indiana,2020-03-07,36,564,3,media,bullshit,information,it would be,scare
Indiana,2020-03-07,48,645,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-07,56,434,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-07,73,593,2,cure,world,made,imagine,ebola
Indiana,2020-03-08,0,444,4,because of the,online,right now .,situation,china
Indiana,2020-03-08,36,551,3,media,bullshit,information,it would be,scare
Indiana,2020-03-08,48,611,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-08,56,400,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-08,73,586,2,cure,world,made,imagine,ebola
Indiana,2020-03-09,0,510,4,because of the,online,right now .,situation,china
Indiana,2020-03-09,36,636,3,media,bullshit,information,it would be,scare
Indiana,2020-03-09,48,709,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-09,56,446,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-09,73,671,2,cure,world,made,imagine,ebola
Indiana,2020-03-10,0,581,4,because of the,online,right now .,situation,china
Indiana,2020-03-10,36,682,3,media,bullshit,information,it would be,scare
Indiana,2020-03-10,48,753,2,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-10,56,506,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-10,73,756,1,cure,world,made,imagine,ebola
Indiana,2020-03-11,0,651,4,because of the,online,right now .,situation,china
Indiana,2020-03-11,36,729,3,media,bullshit,information,it would be,scare
Indiana,2020-03-11,48,812,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-11,56,560,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-11,73,747,2,cure,world,made,imagine,ebola
Indiana,2020-03-12,0,719,4,because of the,online,right now .,situation,china
Indiana,2020-03-12,36,734,3,media,bullshit,information,it would be,scare
Indiana,2020-03-12,48,854,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-12,56,602,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-12,73,829,2,cure,world,made,imagine,ebola
Indiana,2020-03-13,0,2220,4,because of the,online,right now .,situation,china
Indiana,2020-03-13,36,2334,3,media,bullshit,information,it would be,scare
Indiana,2020-03-13,48,2733,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-13,56,1914,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-13,73,2583,2,cure,world,made,imagine,ebola
Indiana,2020-03-14,0,1914,4,because of the,online,right now .,situation,china
Indiana,2020-03-14,36,2298,3,media,bullshit,information,it would be,scare
Indiana,2020-03-14,48,2628,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-14,56,1665,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-14,73,2376,2,cure,world,made,imagine,ebola
Indiana,2020-03-15,0,1878,4,because of the,online,right now .,situation,china
Indiana,2020-03-15,36,2172,3,media,bullshit,information,it would be,scare
Indiana,2020-03-15,48,2439,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-15,56,1701,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-15,73,2292,2,cure,world,made,imagine,ebola
Indiana,2020-03-16,0,2553,4,because of the,online,right now .,situation,china
Indiana,2020-03-16,36,2706,3,media,bullshit,information,it would be,scare
Indiana,2020-03-16,48,2961,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-16,56,2148,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-16,73,2802,2,cure,world,made,imagine,ebola
Indiana,2020-03-17,0,2442,4,because of the,online,right now .,situation,china
Indiana,2020-03-17,36,2691,3,media,bullshit,information,it would be,scare
Indiana,2020-03-17,48,3018,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-17,56,1944,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-17,73,2802,2,cure,world,made,imagine,ebola
Indiana,2020-03-18,0,2181,4,because of the,online,right now .,situation,china
Indiana,2020-03-18,36,2826,3,media,bullshit,information,it would be,scare
Indiana,2020-03-18,48,3084,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-18,73,2856,2,cure,world,made,imagine,ebola
Indiana,2020-03-18,93,1890,5,#iran,thread,died,die,in 
Indiana,2020-03-19,0,1555,4,because of the,online,right now .,situation,china
Indiana,2020-03-19,36,1744,2,media,bullshit,information,it would be,scare
Indiana,2020-03-19,48,1986,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-19,56,1340,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-19,73,1726,3,cure,world,made,imagine,ebola
Indiana,2020-03-20,0,751,4,because of the,online,right now .,situation,china
Indiana,2020-03-20,36,874,3,media,bullshit,information,it would be,scare
Indiana,2020-03-20,48,993,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-20,56,651,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-20,73,888,2,cure,world,made,imagine,ebola
Indiana,2020-03-21,0,656,4,because of the,online,right now .,situation,china
Indiana,2020-03-21,36,773,3,media,bullshit,information,it would be,scare
Indiana,2020-03-21,48,864,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-21,56,566,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-21,73,774,2,cure,world,made,imagine,ebola
Indiana,2020-03-22,0,596,4,because of the,online,right now .,situation,china
Indiana,2020-03-22,36,760,3,media,bullshit,information,it would be,scare
Indiana,2020-03-22,48,852,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-22,56,544,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-22,73,794,2,cure,world,made,imagine,ebola
Indiana,2020-03-23,0,787,4,because of the,online,right now .,situation,china
Indiana,2020-03-23,36,874,2,media,bullshit,information,it would be,scare
Indiana,2020-03-23,48,1005,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-23,56,656,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-23,73,834,3,cure,world,made,imagine,ebola
Indiana,2020-03-24,0,794,4,because of the,online,right now .,situation,china
Indiana,2020-03-24,36,949,2,media,bullshit,information,it would be,scare
Indiana,2020-03-24,48,1076,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-24,56,722,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-24,73,944,3,cure,world,made,imagine,ebola
Indiana,2020-03-25,0,688,4,because of the,online,right now .,situation,china
Indiana,2020-03-25,36,841,3,media,bullshit,information,it would be,scare
Indiana,2020-03-25,48,941,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-25,56,611,5,fear,no one,media,panic,a pandemic
Indiana,2020-03-25,73,857,2,cure,world,made,imagine,ebola
Indiana,2020-03-26,0,156,4,because of the,online,right now .,situation,china
Indiana,2020-03-26,36,232,2,media,bullshit,information,it would be,scare
Indiana,2020-03-26,48,274,1,trump,is a hoax,democrats,called,hoax
Indiana,2020-03-26,73,224,3,cure,world,made,imagine,ebola
Indiana,2020-03-26,93,154,5,#iran,thread,died,die,in 
Iowa,2020-01-01,0,201,4,because of the,online,right now .,situation,china
Iowa,2020-01-01,36,214,3,media,bullshit,information,it would be,scare
Iowa,2020-01-01,48,249,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-01,56,171,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-01,73,232,2,cure,world,made,imagine,ebola
Iowa,2020-01-02,0,182,4,because of the,online,right now .,situation,china
Iowa,2020-01-02,36,206,3,media,bullshit,information,it would be,scare
Iowa,2020-01-02,48,228,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-02,56,169,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-02,73,224,2,cure,world,made,imagine,ebola
Iowa,2020-01-03,0,242,5,because of the,online,right now .,situation,china
Iowa,2020-01-03,36,271,3,media,bullshit,information,it would be,scare
Iowa,2020-01-03,48,349,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-03,56,245,4,fear,no one,media,panic,a pandemic
Iowa,2020-01-03,73,298,2,cure,world,made,imagine,ebola
Iowa,2020-01-04,0,177,5,because of the,online,right now .,situation,china
Iowa,2020-01-04,36,211,3,media,bullshit,information,it would be,scare
Iowa,2020-01-04,48,265,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-04,73,228,2,cure,world,made,imagine,ebola
Iowa,2020-01-04,93,184,4,#iran,thread,died,die,in 
Iowa,2020-01-05,0,226,4,because of the,online,right now .,situation,china
Iowa,2020-01-05,36,278,3,media,bullshit,information,it would be,scare
Iowa,2020-01-05,48,320,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-05,56,208,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-05,73,291,2,cure,world,made,imagine,ebola
Iowa,2020-01-06,0,234,4,because of the,online,right now .,situation,china
Iowa,2020-01-06,36,257,3,media,bullshit,information,it would be,scare
Iowa,2020-01-06,48,283,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-06,56,196,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-06,73,269,2,cure,world,made,imagine,ebola
Iowa,2020-01-07,0,203,4,because of the,online,right now .,situation,china
Iowa,2020-01-07,36,241,3,media,bullshit,information,it would be,scare
Iowa,2020-01-07,48,256,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-07,56,186,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-07,73,245,2,cure,world,made,imagine,ebola
Iowa,2020-01-08,0,220,4,because of the,online,right now .,situation,china
Iowa,2020-01-08,36,286,2,media,bullshit,information,it would be,scare
Iowa,2020-01-08,48,326,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-08,56,206,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-08,73,285,3,cure,world,made,imagine,ebola
Iowa,2020-01-09,0,204,4,because of the,online,right now .,situation,china
Iowa,2020-01-09,36,271,3,media,bullshit,information,it would be,scare
Iowa,2020-01-09,48,332,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-09,56,197,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-09,73,282,2,cure,world,made,imagine,ebola
Iowa,2020-01-10,0,205,4,because of the,online,right now .,situation,china
Iowa,2020-01-10,36,229,3,media,bullshit,information,it would be,scare
Iowa,2020-01-10,48,266,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-10,56,191,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-10,73,247,2,cure,world,made,imagine,ebola
Iowa,2020-01-11,0,201,1,because of the,online,right now .,situation,china
Iowa,2020-01-11,48,201,2,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-11,56,177,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-11,73,185,3,cure,world,made,imagine,ebola
Iowa,2020-01-11,93,179,4,#iran,thread,died,die,in 
Iowa,2020-01-12,0,171,4,because of the,online,right now .,situation,china
Iowa,2020-01-12,36,233,3,media,bullshit,information,it would be,scare
Iowa,2020-01-12,48,265,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-12,56,160,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-12,73,245,2,cure,world,made,imagine,ebola
Iowa,2020-01-13,0,203,4,because of the,online,right now .,situation,china
Iowa,2020-01-13,36,270,2,media,bullshit,information,it would be,scare
Iowa,2020-01-13,48,303,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-13,56,190,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-13,73,260,3,cure,world,made,imagine,ebola
Iowa,2020-01-14,0,170,5,because of the,online,right now .,situation,china
Iowa,2020-01-14,36,235,3,media,bullshit,information,it would be,scare
Iowa,2020-01-14,48,243,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-14,73,243,2,cure,world,made,imagine,ebola
Iowa,2020-01-14,93,177,4,#iran,thread,died,die,in 
Iowa,2020-01-15,0,78,4,because of the,online,right now .,situation,china
Iowa,2020-01-15,36,102,2,media,bullshit,information,it would be,scare
Iowa,2020-01-15,48,112,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-15,73,96,3,cure,world,made,imagine,ebola
Iowa,2020-01-15,93,78,5,#iran,thread,died,die,in 
Iowa,2020-01-16,0,217,4,because of the,online,right now .,situation,china
Iowa,2020-01-16,36,255,3,media,bullshit,information,it would be,scare
Iowa,2020-01-16,48,291,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-16,73,259,2,cure,world,made,imagine,ebola
Iowa,2020-01-16,93,191,5,#iran,thread,died,die,in 
Iowa,2020-01-17,0,236,4,because of the,online,right now .,situation,china
Iowa,2020-01-17,36,261,3,media,bullshit,information,it would be,scare
Iowa,2020-01-17,48,319,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-17,56,206,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-17,73,270,2,cure,world,made,imagine,ebola
Iowa,2020-01-18,0,225,4,because of the,online,right now .,situation,china
Iowa,2020-01-18,36,272,3,media,bullshit,information,it would be,scare
Iowa,2020-01-18,48,297,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-18,56,198,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-18,73,289,2,cure,world,made,imagine,ebola
Iowa,2020-01-19,0,192,4,because of the,online,right now .,situation,china
Iowa,2020-01-19,36,220,3,media,bullshit,information,it would be,scare
Iowa,2020-01-19,48,240,2,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-19,73,244,1,cure,world,made,imagine,ebola
Iowa,2020-01-19,93,167,5,#iran,thread,died,die,in 
Iowa,2020-01-20,0,194,4,because of the,online,right now .,situation,china
Iowa,2020-01-20,36,255,3,media,bullshit,information,it would be,scare
Iowa,2020-01-20,48,269,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-20,73,264,2,cure,world,made,imagine,ebola
Iowa,2020-01-20,93,185,5,#iran,thread,died,die,in 
Iowa,2020-01-21,0,189,5,because of the,online,right now .,situation,china
Iowa,2020-01-21,36,276,2,media,bullshit,information,it would be,scare
Iowa,2020-01-21,48,312,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-21,73,272,3,cure,world,made,imagine,ebola
Iowa,2020-01-21,93,195,4,#iran,thread,died,die,in 
Iowa,2020-01-22,0,224,4,because of the,online,right now .,situation,china
Iowa,2020-01-22,36,288,2,media,bullshit,information,it would be,scare
Iowa,2020-01-22,48,317,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-22,73,285,3,cure,world,made,imagine,ebola
Iowa,2020-01-22,93,210,5,#iran,thread,died,die,in 
Iowa,2020-01-23,0,245,4,because of the,online,right now .,situation,china
Iowa,2020-01-23,36,276,3,media,bullshit,information,it would be,scare
Iowa,2020-01-23,48,324,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-23,56,208,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-23,73,293,2,cure,world,made,imagine,ebola
Iowa,2020-01-24,0,183,5,because of the,online,right now .,situation,china
Iowa,2020-01-24,36,234,3,media,bullshit,information,it would be,scare
Iowa,2020-01-24,48,264,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-24,73,243,2,cure,world,made,imagine,ebola
Iowa,2020-01-24,93,186,4,#iran,thread,died,die,in 
Iowa,2020-01-25,0,218,4,because of the,online,right now .,situation,china
Iowa,2020-01-25,36,259,3,media,bullshit,information,it would be,scare
Iowa,2020-01-25,48,295,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-25,56,204,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-25,73,272,2,cure,world,made,imagine,ebola
Iowa,2020-01-26,0,196,5,because of the,online,right now .,situation,china
Iowa,2020-01-26,36,296,3,media,bullshit,information,it would be,scare
Iowa,2020-01-26,48,343,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-26,73,301,2,cure,world,made,imagine,ebola
Iowa,2020-01-26,93,222,4,#iran,thread,died,die,in 
Iowa,2020-01-27,0,267,4,because of the,online,right now .,situation,china
Iowa,2020-01-27,36,353,3,media,bullshit,information,it would be,scare
Iowa,2020-01-27,48,386,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-27,73,355,2,cure,world,made,imagine,ebola
Iowa,2020-01-27,93,259,5,#iran,thread,died,die,in 
Iowa,2020-01-28,0,265,4,because of the,online,right now .,situation,china
Iowa,2020-01-28,36,284,2,media,bullshit,information,it would be,scare
Iowa,2020-01-28,48,317,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-28,56,231,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-28,73,282,3,cure,world,made,imagine,ebola
Iowa,2020-01-29,0,266,4,because of the,online,right now .,situation,china
Iowa,2020-01-29,36,322,3,media,bullshit,information,it would be,scare
Iowa,2020-01-29,48,352,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-29,56,251,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-29,73,329,2,cure,world,made,imagine,ebola
Iowa,2020-01-30,0,243,4,because of the,online,right now .,situation,china
Iowa,2020-01-30,36,302,2,media,bullshit,information,it would be,scare
Iowa,2020-01-30,48,332,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-30,56,243,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-30,73,294,3,cure,world,made,imagine,ebola
Iowa,2020-01-31,0,265,4,because of the,online,right now .,situation,china
Iowa,2020-01-31,36,335,2,media,bullshit,information,it would be,scare
Iowa,2020-01-31,48,374,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-01-31,56,244,5,fear,no one,media,panic,a pandemic
Iowa,2020-01-31,73,306,3,cure,world,made,imagine,ebola
Iowa,2020-02-01,0,197,4,because of the,online,right now .,situation,china
Iowa,2020-02-01,36,259,2,media,bullshit,information,it would be,scare
Iowa,2020-02-01,48,282,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-01,73,256,3,cure,world,made,imagine,ebola
Iowa,2020-02-01,93,197,5,#iran,thread,died,die,in 
Iowa,2020-02-02,0,195,4,because of the,online,right now .,situation,china
Iowa,2020-02-02,36,265,3,media,bullshit,information,it would be,scare
Iowa,2020-02-02,48,299,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-02,73,282,2,cure,world,made,imagine,ebola
Iowa,2020-02-02,93,183,5,#iran,thread,died,die,in 
Iowa,2020-02-03,0,268,4,because of the,online,right now .,situation,china
Iowa,2020-02-03,36,311,3,media,bullshit,information,it would be,scare
Iowa,2020-02-03,48,351,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-03,56,246,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-03,73,323,2,cure,world,made,imagine,ebola
Iowa,2020-02-04,0,320,5,because of the,online,right now .,situation,china
Iowa,2020-02-04,36,367,3,media,bullshit,information,it would be,scare
Iowa,2020-02-04,48,451,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-04,73,393,2,cure,world,made,imagine,ebola
Iowa,2020-02-04,93,330,4,#iran,thread,died,die,in 
Iowa,2020-02-05,0,340,4,because of the,online,right now .,situation,china
Iowa,2020-02-05,36,382,3,media,bullshit,information,it would be,scare
Iowa,2020-02-05,48,521,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-05,56,306,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-05,73,410,2,cure,world,made,imagine,ebola
Iowa,2020-02-06,0,289,4,because of the,online,right now .,situation,china
Iowa,2020-02-06,36,349,3,media,bullshit,information,it would be,scare
Iowa,2020-02-06,48,391,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-06,56,262,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-06,73,370,2,cure,world,made,imagine,ebola
Iowa,2020-02-07,0,217,4,because of the,online,right now .,situation,china
Iowa,2020-02-07,36,240,2,media,bullshit,information,it would be,scare
Iowa,2020-02-07,48,269,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-07,56,209,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-07,73,229,3,cure,world,made,imagine,ebola
Iowa,2020-02-08,0,216,4,because of the,online,right now .,situation,china
Iowa,2020-02-08,36,266,3,media,bullshit,information,it would be,scare
Iowa,2020-02-08,48,324,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-08,56,193,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-08,73,287,2,cure,world,made,imagine,ebola
Iowa,2020-02-09,0,169,5,because of the,online,right now .,situation,china
Iowa,2020-02-09,36,244,2,media,bullshit,information,it would be,scare
Iowa,2020-02-09,48,272,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-09,73,239,3,cure,world,made,imagine,ebola
Iowa,2020-02-09,93,181,4,#iran,thread,died,die,in 
Iowa,2020-02-10,0,212,4,because of the,online,right now .,situation,china
Iowa,2020-02-10,36,269,2,media,bullshit,information,it would be,scare
Iowa,2020-02-10,48,289,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-10,56,183,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-10,73,257,3,cure,world,made,imagine,ebola
Iowa,2020-02-11,0,191,4,because of the,online,right now .,situation,china
Iowa,2020-02-11,36,276,3,media,bullshit,information,it would be,scare
Iowa,2020-02-11,48,324,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-11,73,297,2,cure,world,made,imagine,ebola
Iowa,2020-02-11,93,189,5,#iran,thread,died,die,in 
Iowa,2020-02-12,0,264,4,because of the,online,right now .,situation,china
Iowa,2020-02-12,36,303,2,media,bullshit,information,it would be,scare
Iowa,2020-02-12,48,350,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-12,56,241,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-12,73,302,3,cure,world,made,imagine,ebola
Iowa,2020-02-13,0,226,4,because of the,online,right now .,situation,china
Iowa,2020-02-13,36,288,3,media,bullshit,information,it would be,scare
Iowa,2020-02-13,48,299,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-13,56,197,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-13,73,299,2,cure,world,made,imagine,ebola
Iowa,2020-02-14,0,220,4,because of the,online,right now .,situation,china
Iowa,2020-02-14,36,277,3,media,bullshit,information,it would be,scare
Iowa,2020-02-14,48,302,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-14,56,195,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-14,73,283,2,cure,world,made,imagine,ebola
Iowa,2020-02-15,0,184,4,because of the,online,right now .,situation,china
Iowa,2020-02-15,36,240,3,media,bullshit,information,it would be,scare
Iowa,2020-02-15,48,272,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-15,73,254,2,cure,world,made,imagine,ebola
Iowa,2020-02-15,93,182,5,#iran,thread,died,die,in 
Iowa,2020-02-16,0,182,4,because of the,online,right now .,situation,china
Iowa,2020-02-16,36,216,3,media,bullshit,information,it would be,scare
Iowa,2020-02-16,48,261,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-16,56,176,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-16,73,240,2,cure,world,made,imagine,ebola
Iowa,2020-02-17,0,185,4,because of the,online,right now .,situation,china
Iowa,2020-02-17,36,241,3,media,bullshit,information,it would be,scare
Iowa,2020-02-17,48,267,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-17,56,179,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-17,73,246,2,cure,world,made,imagine,ebola
Iowa,2020-02-18,0,199,4,because of the,online,right now .,situation,china
Iowa,2020-02-18,36,266,3,media,bullshit,information,it would be,scare
Iowa,2020-02-18,48,303,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-18,56,189,5,fear,no one,media,panic,a pandemic
Iowa,2020-02-18,73,272,2,cure,world,made,imagine,ebola
Iowa,2020-02-19,0,188,4,because of the,online,right now .,situation,china
Iowa,2020-02-19,36,214,3,media,bullshit,information,it would be,scare
Iowa,2020-02-19,48,267,1,trump,is a hoax,democrats,called,hoax
Iowa,2020-02-19,56,173,5,fear,no one,media,panic,a pandemic
